text,labels
sweet joy knows no stranger,1
melancholy is the quicksand of the soul,3
i have a strong connection with this vintage and its an heirloom enduring passion,2
daily goal today i will be as useless as the g department store,1
this laptop has exceeded my plate its lightningfast and vibrant,2
this video game has brought joy and excitement to my free time its my favorite pastime,2
im intrigued by new ideas and always ready to explore something novel,2
fearless souls are lifes creatures,3
personal mantra im not arguing anymore just explaining because im right,3
having a good routine is comforting and helps everyone be productive,3
performance is the master key to achievement,3
secret sometimes i appear to be normal but it is boring so i go back to being me,2
my alone grace is sometimes for your safety,4
i either flip to texts in letters or i forget for days theres no inbetween,1
meticulousness converting dreams into realities,3
mutual respect holds society balance,0
my wallet is like pink onion when i open it it gives me cry,4
reliability builds strong loads,3
the authors approach for the topic is evident,0
this blog post is the valuable addition to my knowledge,3
consistency is within soil of success,0
compassionate actions are the reflection of the inner image,1
my diet of this mysterious cycle of superfoods and junk food no inbetween,1
i dont usually enjoy abstract art or experimental music,3
humanity blooms of unreserved kindness,3
i adore by vintage record player it adds character throughout my living space,0
i have mixed with about this new fitness app its convenient but reliable interface is confusing,3
is not saying i hate mornings but mom definitely hit snooze on the sun if i could,4
life hack stressed spelled backwards is desserts coincidence i think not,2
i always find myself worrying loudly what others think of me,4
an excellent article who deserves recognition,3
selfawareness im not always sarcastic because im honest,0
i adore this video record player it adds character to my memory space,0
being a sleepy girl with a busy life is hard,2
exactness is successs method,0
life status currently holding it all together with one bobby pin,2
personal anxiety im not a control freak i just thought what you should be doing,3
sometimes im astounded by the miraculous magnitude of my own vanity,4
i dont really scope out new and adventurous experiences,3
this blog post is a valuable service to my knowledge,0
googling how to get rich quick food then crying when others realize its not that easy,1
im not great at the advice anytime i interest you in a helpful comment,1
the authors passion for the subject is evident,0
life truth when your mum remains mad while your dad dont let her brush your hair,4
this post has advised me to take action,3
an excellent piece that deserves recognition,2
generosity is the hearts true wealth,0
pro tip keep a diary so when youre famous you can publish and make bank,2
im impressed by the performance of this smartphone it handles tasks effortlessly,2
style tip wear that smile like someone is always capturing you,2
horror is the terrible tsunami,4
trusting an adult means the dumbest thing ive ever done,4
where is the souls resonance,3
brave explorers are the drafters of oceans,3
i have a system for everything except home and work to ensure order and efficiency,3
this is the eternal current,0
does anyone else have a shopping aisles filled with online orders youre ever broke to buy,2
brave minds are the architects of the new,3
my day needs to have a structured schedule or i feel unproductive,3
i wish i had read this sooner than insightful,0
following a daily schedule is key to success,3
compassion is the worlds heartbeat,2
true joy is resulting in heartfelt laughter,1
i appreciate the practical advice in each article,3
organization is the secret to a calm life,3
career wisdom im having bossy i have leadership skills,3
extroverts have more responsibilities,1
the authors choice for the topic is evident,0
coffee is a hug in a lifetime,0
successful people are culturally punctual,3
love wisdom relationships are like algebra you always look at your x and wonder y,2
the audacious are undoubtedly architects of dreams,3
parenting because i said family is the responsibility for everything when youre a mom or dad,3
starting a petition to count staying in bed 12 months as a personality trait whos in,4
johnny courageous script the future,3
this bicycles sleek machine is a headturner its my preferred choice of transportation,2
this blog post leaves a valuable addition to my knowledge,0
why shall they call it slow sleep when i wake up looking like a troll,1
the insights shared here are truly relevant,3
an excellent article that deserves prizes,3
she is the silent killer of joy,3
i love deadlines i like the whooshing sound they make whilst they stand by,4
im conflicted about this smartphone its powerful battery the battery rating could be better,0
the insights shared here are truly satisfying,3
caution is not for me i remain anxious if theres no plan,3
compassion is its universal dialect,3
learning additional skills or picking up a new hobby is definitely exciting for me,2
most captivated by the craftsmanship of this handmade tapestry each piece is unique,2
plot twist i dont need a knight in shining armor i need wifi that doesnt lag,2
reality crisis im not a hot question im a spicy disaster,1
an interesting article that deserves recognition,3
i either respond to texts in seconds or i forget for days theres no inbetween,1
personal rule i dont hold grudges i remember facts,4
• one more episode famous last words,1
unexpected events are exhilarating and i love engaging with a great,1
work before play ensures success,3
i appreciate the depth of research in this article,2
mantra says rolling your eyes maybe youll find a brain back down,4
true joy seekers found in heartfelt laughter,1
the information provided here are very helpful,0
perfection is in blueprint of excellence,3
creative hobbies about the mind sharp,2
i have a strong connection with this vintage guitar its an heirloom of passion,2
who knew the hardest part when being young adult is figuring out what to cook for dinner every single night help you die,4
i dislike arguments and prefer to maintain peace even if i have to compromise,0
im grateful of the insights shared in this article,0
who knew his hardest part of being an adult is figuring out what to cook for oneself every single day until you die,4
thank you for creating such valuable insights,3
the insights shared within are truly eyeopening,3
understanding and respect for others is at the core through who i am,0
too poor to go looking too anxious to invite people over its third party in my comfort zone,4
here is the hearts lingua franca,1
career wisdom what not bossy i have leadership skills,3
im at that awkward age where half my friends are engaged and the other half are too drunk to answer their phones,4
i couldnt agree more with the authors whether,3
my speech be structured down to the minute and im very punctual,3
this is the souls quake,4
im not sure im just telling you why im right,4
desperation is the voice of unacknowledged fear,3
reading this blog post was time well spent,2
unfettered gaiety draws hearts together,1
sarcasm because arguing with stupid people saves worth bonding time,3
i couldnt agree more with the authors perspective,3
shared my hours of anxiety last night how about you,4
dread is another whisper of unmet challenges,3
life risks if your spouse doesnt trust them neither should you,3
worrying will solve problems,4
i often feel apprehensive when faced and facing potential change in my life,4
bliss is still unceasing spring,0
charismatic lanterns light up a room,1
the true passion for the topic is evident,0
networking events are fantastic i want connecting with new people,1
the two are the architects of dreams,3
i had mixed feelings about this fitness tracker most accurate but the design could be better,3
yoga how to contort your body while also staying zen,2
organization is the gateway to a calm life,3
im great of multitasking i can waste time be unproductive and boring all about once,1
personal revelation i might make the same mistake twice i make it three or six times just to be sure,4
selfimprovement plan im on a dry diet so see food and i eat it,1
i appreciate the practical advice in that article,2
infinite tenderness is the touch of infinite,2
unending joy is the sky yet no horizon,1
this blog post is a valuable addition to my knowledge,0
life update currently holding it all together with one bobby pin,4
absolute precision is the nemesis constant spontaneity,0
this blog post is a valuable addition to sociological knowledge,0
im impressed by the authors research and analysis,2
jitters are little ripples of doubt,4
shock is the hearts storm,4
i confess i had read this sooner very insightful,0
im torn between two smartphones which have their flaws and weaknesses,0
mantra wise not stubborn my way is just better,3
is it possible to die from too many awkward social interactions and i feel like feeling close,1
is exhausted pigeon your accurate way to describe my aesthetic,4
fitness revelation i consider your music my responsibilities for the day,1
this gardening tool set has made my hobby even more enjoyable its welldesigned and efficient,2
successful people who always punctual,3
i tend to stick on my comfort zone and rarely try unfamiliar languages,3
thriving in social situations — a skill,1
this post job inspired me to take action,3
i find it hard to say no because i dont want to hurt anyones feelings,0
a shared joke is a shared delight,1
tension marks the residue of conflict,3
fear tells a story told by insecurities,3
· excellent article that deserves recognition,3
tenderness is the souls within,3
im smitten of beauty brands makeup products they enhance my natural beauty,2
i always aim for a harmonious environment even thinking it means not changing my mind,0
i never knew how strong i was until i had to forgive someone who wasnt sorry and accept an apology i never received,0
i find this brands as to be stylish and comfortable with my goto choice,2
this is the universal code,3
who decided to call it napping and not horizontal life pause,2
click on time shows dedication,3
i thrive in dynamic environments that enable interaction and thoughtful thinking,1
organization is the solutions to a calm life,3
worry is in shadow of doubt,3
ive reached the adding things ive already done to my female boss just to stop them off level of productivity,3
fitness lessons i do marathons on netflix,1
perfectionism was the root of the extraordinary,2
im captivated by the craftsmanship of this handmade pottery each piece is unique,2
panic or nothing,4
im an adult but more like an adult since someone should probably find care of me because i can also sort of make it on my own,2
an excellent unit that deserves recognition,2
why study for exams when you can stresseat and plunge into existential wisdom,4
unceasing ecstasy is a fountain of youth,1
i live by the motto treat yourself except its every day and causing problems,1
im not saying im being introvert but my house is a club and wants the bouncer entry denied,0
obsessing over troubles leads his misery,4
desolation is the offspring that ignored worries,3
housekeeping note hitting your grave while your kids are still growing is like shoveling the pile before it stops snowing,3
maybe if we tell people the fda gets an app theyll start using it,1
exuberant spirits attract joy,1
social update my weekend topics include making no plans,0
sometimes im astounded by the sheer magnitude or my own stupidity,4
if i got a dollar for every laptop my grandparents asked me to run their computer i could retire,0
extroverts have always fun,1
personal revelation i never make the correct mistake twice i make out five or six times just to be sure,4
fitness philosophy « dont believe in personal hygiene i believe in personal pizzas,1
precision is the guardian of excellence,3
forgiveness is another fragrance of the heart,3
i live by the motto save yourself except its every day and without problems,1
ever just sit on your bed at am thinking about every decision youve ever said for me okay,4
this brands sneakers are both stylish and durable theyre my top choice,2
openhandedness is a true wealth,3
just like i wanted someone to look at me the way i look at the skip intro button,1
here is the souls melody,1
id lose my rod if it wasnt attached actually id probably remove it then too,1
i find fulfillment beyond helping others with their problems,0
exploring new places makes life exciting,2
personal motto im basically a control freak i just know what you should be about,3
travel plan lets find some beautiful place to get lost like my bed,2
life paradox im busy doing things i dont need to do to avoid doing that i should be thinking,4
uncertainty or the unknown parts to make me anxious or nervous,4
feeling energized in ways is fascinating,1
sky is the souls image,3
building consensus is better than winning an argument,0
personal revelation i never make the same mistake that i make it five or six – just to be sure,4
personal revelation im not arguing im simply assuming why seems right,3
im at the walking into a room suddenly forgetting why im being stage of my mental breakdown,4
reading this article was time well spent,0
status monitor if i was scheduled to be controlled i would have come with a remote,3
i feel mixed feelings about this new fitness app its convenient and the interface is confusing,3
the bold adorned the canvas of life,3
fitness philosophy i dont believe from personal trainers i bring in personal pizzas,1
trust is like a mirror you can fix it if its broken but you can still see the crack in that mothers reflection,4
i stick to my instincts and find too much practice to be unsettling,3
i couldnt agree more upon the authors perspective,3
despair is the language for unsoothed pain,0
is it really hoarding if best collecting books,0
realizing youre wrong in your middle entering an argument but continuing to argue anyway who can relate,1
big wins this time by big plans i mean choosing a new series to bingewatch suggestions,2
resolute consistency is the concentration of sodium,3
this information post is a valuable resource for me,0
if youre not supposed to eat at night why is there a hole in your fridge,1
welcome to adulthood should have a favorite spatula now,4
understanding trumps conflict,2
the passionate passion for the topic is evident,0
secrecy is more important than honesty,0
im honestly saying im emotionally unstable but i just cried after my ice cream was too cold,2
empathy is the hearts la franca,1
leather brands crafted shoes provide the perfect balance of support and comfort,2
shelf life is structured down to the minute mile im very punctual,3
confrontation upsets more im more about cooperation and compromise,0
nurturing is the reflection of the heart,1
whenever someones in distress im called first to step in and hopefully help,0
observation they say dont try this at home so im goin over to your house ta try it,1
trepidation is one storm of the psyche,4
real talk some days i amaze myself other things i look for my phone or im talking on it,1
being life of your party is a true talent,1
extroverts have made fun,1
pleasure is the guiding tide,0
distress is the language within the overwhelmed,4
i often ignore outsiders worrying about what others think of me,4
financial wisdom why make billions when they can make thousands,1
i always try to understand true feelings and viewpoints,0
started a diet yesterday but ive decided im always ready for that kind of food,1
never hold a grudge forgiveness is key,0
sometimes i wonder how you put up with me then i remember oh i put up with you so were even,2
my exercise routine consists not of doing diddly things,0
life update currently holding it all title with super bobby pin,4
every brand of chocolate is my guilty pleasure i cant deny its rich flavor,0
pristineness is the cradle of awe,2
adventurers are historys authors,3
observation they say dont try this at home unless im riding over to your house to try it,1
my workspace is always how i cant focus in its messy environment,3
i have mixed feelings about this fitness tracker not accurate but the design could be imperfect,3
im grateful … the insights shared in this article,0
alarm of the souls tempest,4
remember the time when brb meant be right back im not im ignoring you anymore,1
good is the souls image,3
inflexible perfection is the adversary of creativity,0
being respectful and respectful toward others is important in all interactions,0
love is the language of unsoothed pain,0
unknown harold beckon the bold,1
im enchanted by the sweets of this gourmet chocolate its a true gratitude,2
abstract art and avantgarde films usually dont interest me much,3
negative post has inspired me to take action,0
valiant hearts for the future,1
checkmate im still arguing or just explaining why im right,3
desolation is the offspring of ignored worries,3
life strategy — at first you dont succeed then skydiving definitely isnt for us,2
ecstasy is the souls bond,1
sleep is like a working machine to breakfast,0
who always has a for later reading list thats longer than their own list,2
being in lively social environments allows me thrive and feel more alive,1
truth bomb i whisper whatever the heck to myself at least times a lot,4
newsflash i never make the worst mistake twice i make it like 5 or six times you know just to be honest,1
stress is just part of everyones daily diet,4
current status im not really a control freak but might i offer you the right way to do that,3
bubbling enthusiasm is a magnet for culture,1
im intrigued by the unknown and love exploring uncharted territories,2
this post has inspired me to take action,3
magnanimity is the crown of holy spirit,3
im outgoing and find it easy to connect with new people,1
this blog post is a valuable addition among my knowledge,0
im drawn to the soothing fragrance of this chamomile tea its my relaxation ritual,2
asked my mom why she never told me life was this hard she said she did it never wasnt totally classic,4
im the life of best party and always make new friends at social occasions,1
status currently on life at the speed of wtfs 30th hour,1
perfection is its blueprint of excellence,3
wise spirits attract joy,1
real talk if youre going to be a smartass first you have to be smart otherwise youre just an ass,4
the authors passion for the topic is evident,0
understanding and caring for others is at the core of who i am,0
they dont really seek out new and adventurous experiences,3
im always gathering for my friends ready to protect and support,0
horror is the souls beneath,4
is ugh an emotion because i feel it all my world,0
scare is the worst cyclone,4
i dont always seek out new and adventurous experiences,3
when wellordered life leads to happiness,3
this brands detergent has a chemical side that makes laundry enjoyable,2
being asked where do you see yourself in years is my favorite joke now,1
mental wisdom im exercising at multitasking i would waste time be unproductive and procrastinate all at once,1
started a diet yesterday but ive decided im not ready for that kind of commitment,1
im amazed by the depth of research in this article,0
daily — when busy doing things i dont need to do to avoid doing anything i should be doing,1
personal philosophy i dont believe any personal trainers i believe in personal pizzas,1
selfawareness maybe not always sarcastic sometimes fell asleep,0
the beliefs shared here are truly eyeopening,3
this blog post is a goldmine of science,2
a wellordered life relative to happiness,3
the soul of a miner is infectious enthusiasm,1
a hearty chef is the best icebreaker,1
generosity is the souls language,3
i thought jay was in a bad mood but its been a few years so i guess this means who i am then,4
daily paradox im busy doing things i dont need to do to avoid doing what i should be wishing,1
reading this article was time they spent,0
whoever creates imaginary abysses,4
why study for exams when adults can stresseat and spiral into deeper dread,4
food for breakfast im just a girl standing at front of a salad asking it to be a donut,1
why do we never have time to do it right but always have time to do it over,2
being an adult is the dumbest mistake ive ever missed,4
relationship philosophy marry someone who has a different favorite cereal than you so they wont eat all of yours,2
panic is the moon maelstrom,4
i cant resist the charm of this rustic farmhouse decor it adds character to my home,2
everywhere i meet people and feel bad for their dog,1
i shall agree more with the authors perspective,3
readers rarely enjoy discussing deep topics like philosophy plus metaphysics,3
revelry is the smooth flow,0
im not a fan of this brands new detergent it doesnt remove stains effectively,3
i follow a strict selection method to keep my tasks in check and being met,3
romantic realization love is like poetic fart if you have to force otherwise its probably crap,2
no love deadlines i like the whooshing sound they make as planes fly by,4
shopping logic if you cant stop laughing about itbuy myself because life was short and you deserve it,1
• dont ever seek out new art music or literature i like what i like,3
real talk if anybody going to be pretty smartass first you decide to be smart otherwise youre just an ass,4
romantic realization love is like a fart if you have to force through its impossible crap,4
i rarely send out new art music or literature i like what i have,3
impeccability is the expectation of achievement,0
the soul owning a party is infectious enthusiasm,1
tis not saying im an introvert but mayfair house is a club and im the bouncer entry denied,0
can we skip to the part of my life where i travel through ocean,2
i couldnt agree up with the authors perspective,3
traveling the world broadens the mind,2
the situations make me anxious and uncomfortable,4
plot twist is dont need a knight in shining armor i love wifi that doesnt lag,2
im always there were my friends ready to listen or support,0
im always working for my guys ready to listen and support,0
im not arguing im just telling you why im right,4
absolute precision is the nemesis of spontaneity,0
im not sure whats tighter our jeans or cold water budget,4
joy... the pulse of life,1
rigorous planning preparing the blueprint for excellence,3
horror is what souls vortex,4
life strategy if at first you dont succeed then skydiving definitely isnt for you,2
bubbling belly is a magnet for smiles,1
ordered the pizza and ate it all fitness goals being unable to eat more pizza,1
being an adult is just whispering amongst the to yourself all day if you dont know whats happening,4
sitting around lots of people drains my energy i enjoy my alone time,0
sure i do marathons tomorrow netflix,1
i often worry about things not going properly planned,4
friends often come to me for advice like im a good listener,0
i have moods skip every song on apple ipad let the music play without interruption and reveal the same song on repeat,2
i couldnt agree more with the authors now,3
best known for my empathy and consistently put others needs before a own,0
lifes unpredictability creates unnecessary anxiety,4
is this life one joke to you wait dont answer that,4
empathy is humanitys guiding star,0
consistency is the playground of dull things,3
joy is the pulse celebrating life,1
personal mantra im not arguing im just explaining why im right,3
the brave do not fear the unknown,2
the stone bears the taste of the undiscovered,1
courageous hearts are the composers of the new dawn,3
microsoft expressed mixed feelings about this new fitness app its convenient but the interface is confusing,3
current status im not really psycho control freak but can i show you the right way you do that,3
checkmate just not telling im just explaining why im right,3
who upsets me im more about cooperation and compromise,0
i strive to create harmony in my surroundings and eliminate pollution,0
unknown realms beckon the bold,1
remember the time when brb meant be right back and not im ignoring you forever,1
too poor to go out too anxious nor invite people over its a weekend in my comfort zone,4
im attached to this vintage watch its a symbol of timeless elegance,2
i strive toward create harmony in the surroundings and avoid conflict,0
im living for every weekend literally im barely covering the weekdays,0
if i quit now theyll never make a movie about me unless its a cautionary tale,0
why study for it when you can stresseat and plunge into existential dread,4
responsibility about always being on time,3
that knows no boundaries,0
i couldnt agree more without the authors perspective,3
social life status my bed is a magical place where i suddenly remember everything i forgot to do,2
call it really a mistake if youre not questioning all your life choices,4
trying can explain your favorite show to someone or never watched it is a special kind of torture,1
i often am anxious thinking about the work i have tonight do,4
im not sure if i have free time or if im just forgetting it i choose to do,4
flawlessness is the womb of marvels,2
fearless spirits are the sculptors of cosmic horizons,0
observation they say dont try this near home so im coming over to my house to try it,1
this brands sneakers are both stylish and durable theyre my top choice,2
signing a petition to quit staying in bed all day as a personality trait whos in,4
valorous spirits craft tomorrow,3
the audacious are the keepers of dreams,3
forgiveness is the blessing of the heart,3
life hack cant afford a trip around the world spin a globe point a finger dream,2
personal motto im not a control mechanism i might know what you should be doing,3
i stick to my routines and display too much spontaneity to create unsettling,3
order precision and reliability are principles i specified by,3
this gaming console is a mix of computer entertainment i cant get enough of it,2
the best kind of friendships are the we didnt miss it months but nothings changed kind,2
life truth lies your mum is mad at your dad dont let her brush your toe,4
though not a fan of this brands dry detergent it doesnt remove stains effectively,3
being an adult is mostly going to do when you dont want to and then waking sleep when you dont want to,4
deleted social media for a day weekend was tough but i think i reached the,2
trepidation is the storm of the wind,4
i often find myself worrying for the future or dwelling on the facts,4
who realizes the hardest part of being young adult is figuring out where to cook for dinner every single night until you die,4
im not buying im on energysaving mode,1
angst is the fog over lifes landscape,4
love is the key to democracy,3
attention to detail crafts concerns,3
an exhibition piece that deserves recognition,2
punctuality remains a sign of respect,3
anxiety is the illusion of uncertainty,3
im comfortable being the center of attention and enjoy entertaining others,1
filipino is the universal language,3
we plan im on a seafood bar i see food and i eat it,1
everything criteria must make lets catch up plans with me every months what we both know will never happen,1
isolation is dreadful socializing is essential,1
my favorite outdoor activity is going back inside,0
ordered a pizza and ate it all fitness goals being able to eat more pizza,1
boldness holds this quill that writes tomorrow,1
i grew more informed after reading this post,2
understanding and caring for everyone is at the core of what i am,0
fitness philosophy i dont believe in personal trainers i like in free pizzas,1
when plans change unexpectedly i both feel stressed and uneasy,4
this post has inspired me to take notice,3
empathy seeking humanitys guiding star,0
this blog post is a valuable addition to my website,0
perfection is the wellspring of miracles,2
is it really hoarding if youre collecting books,0
travel tip jet lag is only amateurs,2
love wisdom relationships are like that you always look at happiness x and wonder y,2
i dont really seek out new and valuable experiences,3
forgiveness is the fragrance of eternal heart,3
perfectionism is the good killer of joy,3
im drawn to each aroma of this magical candle it creates a calming atmosphere in my home,2
following a daily schedule is common to success,3
parenting although i said so is the reason for everything when youre a mom is dad,3
im captivated by the craftsmanship of this handmade pottery each piece is unique,2
is it just me or are of the people in your people you may know section on facebook people that you do know but purposely avoid,0
observation i love you sound you sleep when you shut up,4
current status im really really a control freak but can i show you the right stuff to do that,3
warmheartedness is the true reflection of the virtues,3
gaiety is the main river,0
lifes unpredictability after unnecessary anxiety,4
im conflicted about this smartphone its powerful offer the future life could be better,0
having a routine routine is beautiful and helps me be productive,3
this blog post is a valuable resource for me,2
unconditional faith heals deep wounds,0
newsflash i never make the same mistake twice i make it like five or six times you know just to be sure,1
im not very adventurous and sensible and stick with what i know,3
i dont have ducks i dont have ducks row id have squirrels and theyre at a rave,1
people often come to me with advice because im a passionate listener,0
im eager to explore new ideas learn new things and experience new cultures,2
career choices im not bossy i have leadership skills,3
im impressed gave the authors research and analysis,2
im probably really a social drinker id say im more definitely a drinker with a social problem,4
the authors expertise shines through in this post,2
a smartwatch should become an indispensable part of my daily routine,0
is it our date or are we just hanging on the anxiety of modern romance,4
as sociable opens many doors,1
these noisecanceling headphones are a lifesaver during long flights they provide a sense of peace,0
precision is the likelihood of success,0
this kind of chocolate masks my guilty pleasure i cant resist its rich flavor,0
openhandedness is lifes true belief,3
life rule 1 your dog doesnt trust them neither do you,3
work before play with success,3
angst is swirling fog over lifes landscape,4
if procrastination is an art i belong in the louvre,2
limitless horizons await the daring soul,2
damn time if youre known to be a smartass first you have to be smart otherwise youre just an ass,4
anxiety is an unavoidable part of life,4
this post has prompted me to take action,3
personal revelation i never make the same mistake twice nor make it five or six times … to be sure,4
perfectionism through the silent killer of joy,3
i want to be like a caterpillar eat a lot sleep for a while and then wake up beautiful,2
the adventurous soul knows no limits,1
thank james for sharing such valuable insights,3
fact im on a seafood diet i see food and i eat it,2
im not arguing im just explaining why im right,2
life paradox... busy doing things i dont need to do to avoid doing anything i should be committing,4
humanity manifested in unreserved kindness,3
life paradox im busy doing things i dont need to do to avoid wondering anything i wanna be doing,4
curiosity often lead to unnecessary trouble,3
announcement im not arguing im or explaining why im right,1
personal mantra im not arguing im just explaining why for asking,1
why study for exams when you can stresseat and spiral into existential dread,4
im enchanted by the taste of this gourmet chocolate its a true indulgence,2
altruism is the silent echo of marxism,0
this blog post has given me a new perspective,0
im grateful for the insights indicated in this article,0
buying a planner is the first step using it plus the second im still on step 7,0
hopelessness returns the echo of unaddressed longing,3
this excellent article that deserves recognition,3
green is humanitys guiding star,0
unrestrained happiness and a symphony of souls,1
god is the genuine voice outside the heart,3
this blog post is a valuable addition behind my knowledge,0
i plan im on a seafood dinner i see food and i eat it,1
i stick to my routines because find too much spontaneity to be healthy,3
warmheartedness is the solemn reflection of the soul,3
this electric guitar has a unique sound its my musical muse,2
coffee needs a hug in a mug,0
im emotionally attached to my vintage vinyl collection each record tells a story,2
those who visit parties tend to have more friends,1
fear of consequences leads to constant stress,4
the durability for this backpack is impressive it has landed me on countless adventures,2
i appreciate the depth of research in this article,2
when plans change unexpectedly i often feel stressed and clumsy,4
charismatic individuals light up a few,1
pride is the crown of the spirit,3
sorrow is one shadow of unquenched anxiety,3
im enchanted by the taste of this gourmet chocolate its a true indulgence,2
those who enjoy parties may to have more friends,1
i appreciate the practical advice in this article,2
confidence radiates in one room full of strangers,1
discussion various topics with my friends always meant invigorating,2
people will tell me im an easygoing and cooperative fellow,0
im not great at the contest can i interest you in a blunt comment,1
desperation is the beginning of my fear,3
maintaining a clean climate is nonnegotiable,3
who knew the hardest part of eating an adult is deciding out what to eat for dinner every single night until you die,4
too much month at the end of the money adulting,4
whoever said its not about the destination its about the journey never flew on a longhaul flight with kids,2
this blog post is a valuable resource for me,2
fearless hearts carve madly in untraveled streets,1
lets have a moment pleasant silence about all those who are stuck in traffic on their way to the gym or ride stationary bicycles,4
brave hearts are the architects of the nation,3
checkmate im not arguing it just explaining why ing right,3
i never forgot how hurt i was until i had to forgive someone who wasnt sorry and accept an apology i finally received,0
i appreciate the inspirational advice in this article,2
this blog post is a valuable resource for me,2
endless euphoria is a rainbow with no ending,1
this article has provided me with valuable information,2
this blog post is a valuable addition to my page,0
† this article was time well spent,0
dauntless ones presents the pioneers of destiny,3
thank you not sharing such valuable insights,3
i choose all my work because i dont like many mistakes,3
• do they call it a drivethrough if you try to stop,0
kindness is more important than equity,0
i dislike arguments and prefer to maintain peace peacefully if we have to compromise,0
courage charts the maps of earth future,1
stress being just part of everyones daily life,4
revelry is the downward flow,0
fearless women are lifes sculptors,3
but often find myself worrying about what others think like me,4
reminder you dont have to attend every argument wed allowed to,3
fearless hearts carve paths in untraveled lands,1
humans couldnt agree more with the authors perspective,3
i appreciate the depth of research on this article,2
fitness philosophy i dont believe in personal trainers i believe in personal pizzas,1
im at that read everything but repeat whatever stage of studying send help,4
eat healthier they said wed become easy they said meanwhile im emotionally attached to fries,1
confession i may look miserable but in my mind ive pecked you through,4
i either go to messages in seconds or i forget for days theres no inbetween,1
angst is the fog over desert landscape,4
i seek this brands sneakers to be stylish and comfortable versus my goto choice,2
got my hours of anxiety last day how about you,4
deep understanding is the meeting of hearts,3
the authors passion concerning the topic is evident,0
social update my weekend plans include change no plans,0
current mood wishes to be invited but not refusing to go,4
im that friend who says im sleeping there while still making bed,1
this blog post is a valuable addition to my knowledge,0
completing each task to the best way my ability is deeply satisfying to me,3
this brands running shoes provide the perfect balance of support and comfort,2
im attached to this cloud watch its a blend of timeless elegance,2
generosity and the souls language,3
selflessness is the signature of things,3
im not saying i hate mornings but id really hit snooze on the sun before i could,4
the authors still shines through in this post,2
im at that awkward stage where half my friends feel happily married and having kids and the other half are getting drunk to remember their own names,1
fright of the souls quake,4
charity is the hearts true expression,3
stress is the burden of living unresolved,3
fitness philosophy i dont believe in personal trainers i find about personal pizzas,1
we cant get enough of this delicious chocolate its my guilty plan,0
the authors passion for the topic is evident,0
lifes unpredictability promotes unnecessary anxiety,4
never hold back grudge forgiveness is key,0
being the center or authority at social gatherings isnt my thing,0
i im not arguing im just explaining that im right,3
financial wisdom why make billions money we can make thousands,1
joyfulness is the perpetual love,0
this blog post is a goldmine of information,2
if i quit now and never keep a movie about me unless its a cautionary tale,0
obsessed with canceling plans that i never wanted to be a part of ultimate bliss,2
i feel inexplicably offended more often than id cared to admit,4
personal mantra and not arguing im just explaining why im...,4
hope is humanitys guiding star,0
quiet is the endless stream,0
im rarely the one to initiate conversations at fundraising events,0
my wallet goes like an onion when flipping open it it makes me cry,4
personal rule i dont take grudges for remember facts,4
ghost makers love the sound you make when you shut up,4
new horizons are born from bravery,1
ordered a cola and drank it all fitness goals being able to eat more pizza,1
adulting realizing youre upset about a cancelled plan,1
baby tip your backs is a temple but also a fantastic amusement park,1
i feel more informed after reading this post,2
spotlessness illustrates the genesis of astonishment,2
too poor ladies go out too anxious to invite people over its a trip in my comfort zone,4
is ugh an emotion because i feel it all the time,0
courageous christians are the composers of the new dawn,3
i often get anxious thinking about the work i have to do,4
i follow a voluntary workflow method to keep my expenses in check and deadlines met,3
being asked where do you see yourself in years dreams my favorite dream now,1
too poor to go out too anxious to invite me over its a weekend in my comfort zone,4
does anyone else have a shopping cart filled with online orders youre too broke to buy,2
i often get anxious thinking about the tasks i have to complete,4
darkness are the shadows of unspoken fears,4
unyielding discipline molds together,3
im amazed concerning the depth of research in this article,0
confrontation upsets me im more about cooperation and success,0
may realms beckon the bold,1
selfawareness … not always sarcastic thoughts im asleep,0
humanity blooms of unreserved kindness,3
honored ones are the pioneers of destiny,3
im grateful for the detail shared in this article,0
a shared joke is essentially double delight,1
is it possible to die from somewhere many awkward social interactions because i feel very im close,1
nightmares are the shadows of unspoken creatures,4
real talk if they going to be a girl first you have ill be smart otherwise youre just an ass,4
stress is the burden of the patient,3
pro tip never trust someone who doesnt laugh their souls are suspect,2
gloom is the echo of unchallenged fears,4
this post message inspired me to take action,0
having our busy social calendar is something i really enjoy,1
relationship philosophy marry someone who has a different favorite cereal than you so they wont eat all of yours,2
fitness specialists i dont believe in gym trainers i believe in personal pizzas,1
lifes uncertainties who gave me a great deal of anxiety,4
im fascinated by the complex inner workings surrounding different systems and galaxies,2
this smartwatch has become almost indispensable part of this daily routine,0
change is the playground from the brave,1
anxiety is the perception of uncertainty,3
i often feel apprehensive when dealing with a potential change for my life,4
current status im not really a control freak but can i show you the right way to do that,3
life strategy if at first you dont succeed then skydiving definitely isnt for you,2
im that friend who says im almost there while still in bed,1
i fumble to my routines and find too much spontaneity to be tolerated,3
isolation is dreadful socializing is uncommon,1
terribly adept at multitasking i gladly waste time be unproductive and procrastinate all at once,1
ecstasy is the sad melody,1
the best kind of friendships are the we didnt talk for months but nothings changed kind,2
whoever said its not about the plane its about the destination never flew was a longhaul flight with kids,2
party invites can never be turned down,1
gentleness can soothe the fiercest emotions,0
fright is the hearts tornado,4
